MethodName,Energy(J),Invocations,TotalTime(ms)
"sun.launcher.LauncherHelper.checkAndLoadMain(boolean, int, java.lang.String)",0.006847508,0,0.000
"java.lang.reflect.Method.invoke(java.lang.Object, java.lang.Object[])",0.013695015,0,0.000
"org.apache.maven.surefire.booter.stream.CommandDecoder.<init>(java.nio.channels.ReadableByteChannel, org.apache.maven.surefire.api.fork.ForkNodeArguments)",0.013695015,0,0.000
"java.lang.Thread.runWith(java.lang.Object, java.lang.Runnable)",0.001934780,0,0.000
"java.lang.invoke.MethodHandleNatives.linkCallSite(java.lang.Object, java.lang.Object, java.lang.Object, java.lang.Object, java.lang.Object, java.lang.Object[])",0.068475077,0,0.000
"java.lang.invoke.InnerClassLambdaMetafactory$1.accept(java.lang.classfile.ClassBuilder)",0.027390031,0,0.000
"java.lang.invoke.MethodHandleImpl$1.findStatic(java.lang.Class, java.lang.String, java.lang.invoke.MethodType)",0.006847508,0,0.000
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(java.lang.String)",0.034237538,0,0.000
"jdk.internal.reflect.DirectMethodHandleAccessor.invoke(java.lang.Object, java.lang.Object[])",0.006847508,0,0.000
"java.lang.Float.parseFloat(java.lang.String)",0.006847508,0,0.000
"java.io.RandomAccessFile.readBytes0",0.171187692,0,0.000
"java.lang.invoke.CallSite.makeSite(java.lang.invoke.MethodHandle, java.lang.String, java.lang.invoke.MethodType, java.lang.Object, java.lang.Class)",0.068475077,0,0.000
"java.util.ServiceLoader$LazyClassPathLookupIterator.nextProviderClass()",0.013695015,0,0.000
"java.lang.invoke.MethodHandleImpl.makePairwiseConvert(java.lang.invoke.MethodHandle, java.lang.invoke.MethodType, boolean, boolean)",0.006847508,0,0.000
"java.util.regex.Pattern.family(boolean, boolean)",0.013695015,0,0.000
"java.util.zip.ZipFile$Source.readAt(byte[], int, int, long)",0.041085046,0,0.000
"java.net.URLStreamHandler.setURL(java.net.URL, java.lang.String, java.lang.String, int, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String)",0.006847508,0,0.000
"org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.newConfigurationParameters()",0.006847508,0,0.000
"java.util.jar.JarFile.getJarEntry(java.lang.String)",0.020542523,0,0.000
"java.lang.reflect.Constructor.newInstance(java.lang.Object[])",0.123255138,0,0.000
"org.apache.maven.surefire.booter.ForkedBooter.createExitHandler(org.apache.maven.surefire.booter.PpidChecker)",0.006847508,0,0.000
"jdk.internal.reflect.ReflectionFactory.newConstructorAccessor(java.lang.reflect.Constructor)",0.006847508,0,0.000
"org.apache.maven.surefire.shared.lang3.JavaVersion.toFloatVersion(java.lang.String)",0.013695015,0,0.000
"jdk.internal.loader.BuiltinClassLoader.defineClass(java.lang.String, jdk.internal.loader.Resource)",0.472536689,0,0.000
"java.util.jar.JarFile.getManifestFromReference()",0.013695015,0,0.000
"java.lang.Math.ceil(double)",0.006847508,0,0.000
"org.apache.maven.surefire.booter.spi.AbstractMasterProcessChannelProcessorFactory.schedulePeriodicFlusher(int, org.apache.maven.surefire.api.util.internal.WritableBufferedByteChannel)",0.006847508,0,0.000
"java.lang.ProcessHandleImpl.waitForProcessExit0",0.000241382,0,0.000
"java.lang.Class.getMethod0(java.lang.String, java.lang.Class[])",0.027390031,0,0.000
"java.lang.invoke.MethodTypeForm.findForm(java.lang.invoke.MethodType)",0.013695015,0,0.000
"java.lang.invoke.InnerClassLambdaMetafactory.generateInnerClass()",0.061627569,0,0.000
"java.lang.StrictMath.ceil(double)",0.006847508,0,0.000
"java.lang.invoke.InnerClassLambdaMetafactory$3.accept(java.lang.Object)",0.013695015,0,0.000
"jdk.internal.classfile.impl.DirectMethodBuilder.writeTo(jdk.internal.classfile.impl.BufWriterImpl)",0.006847508,0,0.000
"java.util.ServiceLoader$LazyClassPathLookupIterator.hasNext()",0.034237538,0,0.000
"java.util.ServiceLoader$2.next()",0.013695015,0,0.000
"java.lang.invoke.MethodHandleNatives.linkMethodHandleConstant(java.lang.Class, int, java.lang.Class, java.lang.String, java.lang.Object)",0.006847508,0,0.000
"jdk.internal.classfile.impl.StackMapGenerator$Frame.setLocalsFromArg(java.lang.String, java.lang.constant.MethodTypeDesc, boolean, jdk.internal.classfile.impl.StackMapGenerator$Type)",0.006847508,0,0.000
"org.apache.maven.surefire.shared.lang3.function.Suppliers.<clinit>()",0.006847508,0,0.000
"org.apache.maven.surefire.junitplatform.RunListenerAdapter.<init>",0.006847508,0,0.000
"java.lang.invoke.InvokerBytecodeGenerator.addMethod(java.lang.classfile.ClassBuilder, boolean)",0.006847508,0,0.000
"java.lang.classfile.ClassBuilder.withMethod(java.lang.String, java.lang.constant.MethodTypeDesc, int, java.util.function.Consumer)",0.027390031,0,0.000
"java.net.URL.<init>(java.net.URL, java.lang.String)",0.020542523,0,0.000
"java.util.concurrent.ConcurrentHashMap.putVal(java.lang.Object, java.lang.Object, boolean)",0.000021590,0,0.000
"java.lang.invoke.InvokerBytecodeGenerator.classFileSetup(java.util.function.Consumer)",0.006847508,0,0.000
"jdk.internal.loader.ClassLoaders$AppClassLoader.defineOrCheckPackage(java.lang.String, java.util.jar.Manifest, java.net.URL)",0.006847508,0,0.000
"java.lang.ref.Cleaner.register(java.lang.Object, java.lang.Runnable)",0.006847508,0,0.000
"jdk.internal.reflect.MethodHandleAccessorFactory.getDirectMethod(java.lang.reflect.Method, boolean)",0.006847508,0,0.000
"java.lang.AbstractStringBuilder.append(java.lang.String)",0.006847508,0,0.000
"java.lang.invoke.LambdaMetafactory.metafactory(java.lang.invoke.MethodHandles$Lookup, java.lang.String, java.lang.invoke.MethodType, java.lang.invoke.MethodType, java.lang.invoke.MethodHandle, java.lang.invoke.MethodType)",0.068475077,0,0.000
"java.util.jar.JavaUtilJarAccessImpl.getTrustedAttributes(java.util.jar.Manifest, java.lang.String)",0.006847508,0,0.000
"org.apache.maven.surefire.api.report.Stoppable.<clinit>()",0.027390031,0,0.000
"jdk.internal.classfile.impl.StackMapGenerator.of",0.006847508,0,0.000
"java.util.zip.ZipFile$ZipFileInflaterInputStream.close()",0.006847508,0,0.000
"java.lang.reflect.Array.newInstance(java.lang.Class, int)",0.006847508,0,0.000
"java.lang.ref.Reference.processPendingReferences()",0.000355331,0,0.000
"java.lang.Enum.valueOf(java.lang.Class, java.lang.String)",0.013695015,0,0.000
"java.util.jar.Manifest$FastInputStream.<init>(java.io.InputStream)",0.006847508,0,0.000
"java.net.JarURLConnection.<init>(java.net.URL)",0.006847508,0,0.000
"java.util.Arrays.copyOf(java.lang.Object[], int)",0.006847508,0,0.000
"jdk.internal.loader.URLClassPath.getResource(java.lang.String)",0.041085046,0,0.000
"java.lang.ClassLoader.checkName(java.lang.String)",0.013695015,0,0.000
"org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.<init>(org.apache.maven.surefire.api.provider.ProviderParameters)",0.102712615,0,0.000
"sun.net.www.protocol.jar.JarURLConnection.<init>(java.net.URL, sun.net.www.protocol.jar.Handler)",0.006847508,0,0.000
"java.util.zip.ZipUtils.LOCSIG(byte[])",0.006847508,0,0.000
"java.lang.invoke.LambdaForm.prepare()",0.013695015,0,0.000
"java.lang.management.ManagementFactory.getRuntimeMXBean()",0.006847508,0,0.000
"java.util.concurrent.ConcurrentHashMap.transfer(java.util.concurrent.ConcurrentHashMap$Node[], java.util.concurrent.ConcurrentHashMap$Node[])",0.000021590,0,0.000
"jdk.internal.classfile.impl.AttributeHolder.writeTo(jdk.internal.classfile.impl.BufWriterImpl)",0.006847508,0,0.000
"java.util.Arrays.copyOf(java.lang.Object[], int, java.lang.Class)",0.006847508,0,0.000
"jdk.internal.classfile.impl.ClassFileImpl.build(java.lang.classfile.constantpool.ClassEntry, java.lang.classfile.constantpool.ConstantPoolBuilder, java.util.function.Consumer)",0.054780061,0,0.000
"java.lang.invoke.MethodHandleNatives.findMethodHandleType(java.lang.Class, java.lang.Class[])",0.013695015,0,0.000
"java.lang.invoke.BoundMethodHandle$Species_LL.make",0.006847508,0,0.000
"java.lang.StringLatin1.indexOfChar(byte[], int, int, int)",0.013695015,0,0.000
"java.util.ServiceLoader.getConstructor(java.lang.Class)",0.020542523,0,0.000
"jdk.internal.loader.URLClassPath$JarLoader$1.getBytes()",0.246568936,0,0.000
"java.util.concurrent.ScheduledThreadPoolExecutor.<init>(int, java.util.concurrent.ThreadFactory)",0.006847508,0,0.000
"java.util.zip.ZipFile$ZipFileInputStream.read(byte[], int, int)",0.184882707,0,0.000
"org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.prepareFailFastSupport(org.apache.maven.surefire.junitplatform.CancellationTokenAdapter, org.apache.maven.surefire.api.report.TestReportListener)",0.027390031,0,0.000
"org.apache.maven.surefire.api.testset.TestListResolver.resolveTestRequest(java.lang.String, org.apache.maven.surefire.api.testset.IncludedExcludedPatterns, java.util.Collection, java.util.Collection)",0.027390031,0,0.000
"jdk.internal.reflect.DirectMethodHandleAccessor.invokeImpl",0.006847508,0,0.000
"java.util.zip.Inflater.inflateBytesBytes",0.034266868,0,0.000
"org.apache.maven.surefire.junitplatform.LauncherSessionFactory.lambda$static$0(org.apache.maven.surefire.junitplatform.CancellationTokenAdapter)",0.034237538,0,0.000
"java.lang.ClassLoader.preDefineClass(java.lang.String, java.security.ProtectionDomain)",0.006847508,0,0.000
"java.util.jar.JarFile.entryFor(java.lang.String)",0.006847508,0,0.000
"org.apache.maven.surefire.booter.ForkedBooter.execute()",0.273900307,0,0.000
"jdk.internal.loader.BuiltinClassLoader.loadClass(java.lang.String, boolean)",0.547880863,0,0.000
"sun.net.www.protocol.jar.Handler.parseURL(java.net.URL, java.lang.String, int, int)",0.013695015,0,0.000
"java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode(java.lang.invoke.LambdaForm, java.lang.invoke.MethodType)",0.006847508,0,0.000
"java.util.jar.JarFile$JarFileEntry.<init>(java.util.jar.JarFile, java.lang.String)",0.006847508,0,0.000
"java.io.RandomAccessFile.readFully(byte[], int, int)",0.130102646,0,0.000
"org.apache.maven.surefire.shared.lang3.SystemUtils.<clinit>()",0.082170092,0,0.000
"org.apache.maven.surefire.shared.lang3.SystemProperties.getFileEncoding()",0.034237538,0,0.000
"sun.management.spi.PlatformMBeanProvider$PlatformComponent.getMBeans(java.lang.Class)",0.006847508,0,0.000
"org.apache.maven.surefire.shared.lang3.SystemProperties.getProperty(java.lang.String)",0.034237538,0,0.000
"java.lang.invoke.BootstrapMethodInvoker.invoke(java.lang.Class, java.lang.invoke.MethodHandle, java.lang.String, java.lang.Object, java.lang.Object, java.lang.Class)",0.068475077,0,0.000
"jdk.internal.classfile.impl.AbstractDirectBuilder.writeAttribute(java.lang.classfile.Attribute)",0.006847508,0,0.000
"java.lang.ProcessHandleImpl$1.run()",0.000241382,0,0.000
"java.lang.management.DefaultPlatformMBeanProvider$7.nameToMBeanMap",0.006847508,0,0.000
"jdk.internal.classfile.impl.DirectCodeBuilder$4.generateStackMaps(jdk.internal.classfile.impl.BufWriterImpl)",0.006847508,0,0.000
"java.lang.ClassLoader.postDefineClass(java.lang.Class, java.security.ProtectionDomain)",0.006847508,0,0.000
"org.apache.maven.surefire.booter.spi.LegacyMasterProcessChannelProcessorFactory.<init>()",0.013695015,0,0.000
"java.lang.invoke.InvokerBytecodeGenerator$1.accept(java.lang.Object)",0.006847508,0,0.000
"org.apache.maven.surefire.booter.PpidChecker.<clinit>()",0.095865107,0,0.000
"java.lang.invoke.InvokerBytecodeGenerator$3.accept(java.lang.Object)",0.006847508,0,0.000
"java.io.BufferedInputStream.fill()",0.001583818,0,0.000
"jdk.internal.reflect.ReflectionFactory.newMethodAccessor(java.lang.reflect.Method, boolean)",0.006847508,0,0.000
"jdk.internal.loader.URLClassPath$JarLoader$1.getManifest()",0.013695015,0,0.000
"java.util.jar.JarFile.isMultiRelease()",0.013695015,0,0.000
"jdk.internal.loader.URLClassPath$JarLoader$1.getInputStream()",0.020542523,0,0.000
"jdk.internal.classfile.impl.Util$1WithCodeMethodHandler.accept(java.lang.Object)",0.020542523,0,0.000
"org.apache.maven.surefire.api.util.internal.Channels$4.countBufferOverflows()",0.000021590,0,0.000
"jdk.internal.loader.Resource.getByteBuffer()",0.020542523,0,0.000
"jdk.internal.classfile.impl.SplitConstantPool.writeTo(jdk.internal.classfile.impl.BufWriterImpl)",0.006847508,0,0.000
"java.lang.invoke.MethodHandle.<init>(java.lang.invoke.MethodType, java.lang.invoke.LambdaForm)",0.013695015,0,0.000
"java.lang.invoke.MethodHandleNatives.linkCallSiteImpl(java.lang.Class, java.lang.invoke.MethodHandle, java.lang.String, java.lang.invoke.MethodType, java.lang.Object, java.lang.Object[])",0.068475077,0,0.000
"java.util.zip.ZipFile.getEntry(java.lang.String)",0.006847508,0,0.000
"sun.net.util.URLUtil.urlNoFragString(java.net.URL)",0.006847508,0,0.000
"sun.launcher.LauncherHelper.loadMainClass(int, java.lang.String)",0.006847508,0,0.000
"java.util.jar.Attributes.<init>(int)",0.006847508,0,0.000
"java.lang.invoke.InnerClassLambdaMetafactory$6.accept(java.lang.classfile.CodeBuilder)",0.006847508,0,0.000
"jdk.internal.classfile.impl.DirectCodeBuilder$4.writeBody(jdk.internal.classfile.impl.BufWriterImpl)",0.006847508,0,0.000
"org.apache.maven.surefire.shared.lang3.StringUtils.<clinit>()",0.013695015,0,0.000
"java.lang.invoke.MethodType.makeImpl(java.lang.Class, java.lang.Class[], boolean)",0.013695015,0,0.000
